name,degree,addr,tel,review,type,r_review,,,,,,,,,,
홍성원,4,제주특별자치도 제주시 구좌읍 구좌로 33-9,064-783-1255,23,중국요리,맛있다/0 /0 맛있어서 자주갔었는데 고객에대한배려가없는듯30분걸려서갔는데. 임시휴무. 문앞에만 안내문붙이지말고검색사이트에도 올려야지 와따가따 점심시간1시간버림/0 no review in crawling,,,,,,,,,,
율군짬뽕,4.7,제주특별자치도 제주시 천수로 82 혜성대유아파트 105동 101호,064-725-5679,17,중국요리,"일단 양이 많음맛도 평타 이상다만, 웨이팅이 있고 직원이 2분이라 음식나오는데 오래걸림/0 /0 짬뽕은 말할것도 없고 볶음밥 맛집...(사진은 옛날사진)/0 no review in crawling",,,,,,,,,,
성화정,4.7,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89 1층,064-908-1600,67,중국요리,신화월드에서 식사하실거면 쇼핑몰 안에 셀렉트테이블 푸드코트 가지마시고 여기가세요. 비슷한 값에 음식이 질이 달라요. ㅠ 게다가 신한카드 15프로 할인도 됩니다. 레스토랑이라 대접받는 기분도 덤이고요./0 /0 여기 진짜 버릴 구성 하나 없고 메뉴 하나하나가 미쳐서 진짜 배 터졌어요🥹짬뽕이 왜이리 맛있나요.. 탕수육도.. 크림새우도.. 크림 안좋아하는데 정말 진짜 그냥 다 미쳤습니다 … 직원분들도 너무 친절하시고ㅠㅠㅠ 성화정 대존맛 사랑합니다…충성충성/0 no review in crawling,,,,,,,,,,
오랑우탄면사무소,4.5,제주특별자치도 서귀포시 안덕면 산방로 367-1 1층,0507-1494-8782,105,중식,"대표메뉴가 죤맛탱입니다비빔탄탄멘/0 배고픔에 먹어 그런가 탄탄면도 맛있었고, 오이무침은 무조건 시켜야하고 ㅎㅎ 밥도 비벼먹어야 ㅜㅜ 제맛입니다! 사계리에서 강추추👍/0 진짜 거짓말안하고 제주내려와 먹은것 중 제일맛있네요/0 no review in crawling",,,,,,,,,,
양자강,4.1,제주특별자치도 제주시 한림읍 한림로 403 1층,064-796-8255,10,중국요리,"한림에서 제일 맛나요~~~짬뽕국물이 맛나요 해산물 싱싱다른곳 중국집 진짜 맛없어요 금액도 아직도 싸네요 넘넘 사장님께 감사우리는 매주 와서 먹는곳/0 맛있는 탕수육과 삼선짬봉, 간짜장이었어요./0 삼선짬뽕 9천원. 육수는 맛있지만 상당히 짜다. 다 냉동 해산물 조금 들어있고 불친절. 밥으로 바꾸면 천원 추가./0",,,,,,,,,,
연예인반점,4.9,제주특별자치도 제주시 삼무로11길 36,064-746-3639,12,중국요리,중식치고 건강한 맛입니다 자극이 좀 부족한게 아쉽긴 해도 중독성있게 계속 들어가고 먹고나서도 속이 편안합니다 탕수육은 소스가 정말 맛있네요 다른데도 여기만큼만 했으면 좋으련만/0 혼자가서 새우볶음밥 먹어 봤는데 맛있었어요 짬봉도 국물도 좋고 옆테이블은 세트매뉴가 인기네요^^/0 오늘은 복음밥에 삼선짬뽕 먹으러갑니다/0,,,,,,,,,,
춘리마라탕 드림타워점,5,제주특별자치도 제주시 원노형2길 20 2층,,21,중국요리,"남자 사장님은 친절한데 여자 사장님은 중국인인지도 한국인이지도 모르겠지만 정말 기분나쁘네요. 저희 부모님도 장사를 하셔서 이런 리뷰는 안쓸려고 했는데 너무화가나서 씁니다 최소금액 못채웠다고 그렇게 말씀하셔야하나요? 좀 배려해서 말할수 없는건가요? 최소금액 채우래서 다시 넣고 왔는데 이제 된건가요라고 말했더니 6천원 부터예요 전에도 말하지 않았나요? 라고 한말듣자마자 맘 상해서 어이가없었네요ㅋㅋ 카운터 앞에 써진건 포장은 만원부터입니다만 써져있으면서 제가 최소금액 6천원인걸 어떻게 아나요? 그리고 돈 그거 측정하는거 조작하시는건가요? 진짜 마라탕도 맛있고 남자사장님은 저희 엄마랑 친하셔서 이런 리뷰 안쓸려고 했는데 다신 안갈겁니다. 기분 상해서 뭘 먹고싶긴 하겠어요? 말하는데 표정은 개똥씹은 표정에 만천원이러고 하는데 많이나와서 네?라고 하니까 라면사리 천원, 고기추가 몇원. 장사 그런식으로 접대하지마세요 사람이 예의가있었야지 전에 엄마가 여기 여자 싸가지없다고 한거 남자사장님도 들었는지 콜라주던데 전 이집 절대 다신 안갈겁니다 마라탕은 맛있는데 한도초과라고 말하는건 좋은데 고기 뺄수없냐니까 똥1씹1은 표정으로 이미 들어갔어요ㅡㅡ 하는데 제가 본인 가게 알바생도 아니고 최소금액이 어디 적혀있다고 6천원이상을 압니까? 다신 안갈거예요 거기서 그여자사장 째려보고 싶었는데 그냥 나왔어요~^-^ 어차피 다신 갈일 없어서 아니죠 그 여자사장 말투좀 고치세요 전에 엄마랑 왔을때 말 들었는지 나왔습니다~ 말해서 좀 미안했는데 진짜 최악이네요 서비스^^ 먹다가 고기도 먹기싫고 다 먹기싫어서 개많이 남기고 나왔습니다/0 여긴 사장님 친절하시고 맛있어요 맵찔이라 1단개만했어요/0 진짜 맛있어요 .../0",,,,,,,,,,
보배반점 제주도청점,4.6,제주특별자치도 제주시 귀아랑길 13 1층,064-711-7722,67,중국요리,이야 여기 맛 쥑이네요?폼 미쳤다이~!/0,,,,,,,,,,
우미관,4.7,제주특별자치도 제주시 서광로32길 40-1,064-900-4049,18,중식,출입구 못찾아서 헤맸음칠리새우 보통만석인데 너무 시끄러워서 정신없었음/0,,,,,,,,,,
삼춘반점,4.1,제주특별자치도 서귀포시 성산읍 신산중앙로 5-5 1층,064-784-3737,40,중국요리,그럼 저는 언젠가 한번 방문 해보겠습니다./0 진심 비추 종업원이 너무너무 불친절맛집 많이 다니는데 이정도로 손님 이렇게 대하는곳은 처음이었어요.다른 후기들 보니까 서빙하는분이 좀 그런듯..짬뽕은 나쁘지 않은데 다신 안갈듯/0 한시간 기다려서 겨우 앉았는데 앉아도 쳐다도 안보시고 서빙하시더라고요 주문 좀 받아달라고 요청드려봐도 대꾸가 없으셔서 바쁘신 것 같아 계속 쳐다보고있는데 앉은지 한 5-6분 되서야 주문 받으시려고 하시면서 짜장이 다 떨어졌다고 하십니다. 짜장면집에 짜장이 떨어졌으면 손님이 들어오면서 말 해줘야하는거 아닌가요? 아기랑 갔는데 짬뽕 먹을 수도 없는 노릇인데요. 누가 먹다남은 짬뽕그릇만 한참 쳐다보다 2시가 되도록 점심 못먹고 다시 돌아가네요. 좀 일찍 말해주셨으면 참 좋았을텐데요. 나가는 모습에 대고 안바쁠때 오라고 하시는데 안 바쁠 때가 언제인줄 알고 오나요.. 어이가 없습니다./0 no review in crawling,,,,,,,,,,
아연581,3.7,제주특별자치도 제주시 아연로 581,064-722-1077,10,중식,"탕수육 맛있어용 맛집/0 엄청 맛있지도, 그렇다고 맛없지도 않은 집. 양은 많아요./0 짜장 짬뽕 볶음밥 탕슉 다 맛납니다/0",,,,,,,,,,
아주반점,2.8,제주특별자치도 제주시 관덕로13길 4,064-722-5161,15,중국요리,배달로시키면 항상 짜장소스 부족하게와서 다 비빈게 이거임 걍 밀가루반죽만 쳐먹는 맛/0 /0,,,,,,,,,,
엉또올레차이나타운 2호점,3,제주특별자치도 서귀포시 월산로 3,064-738-8252,10,중국요리,맛집이였는데어느 날부턴가 맛이 없어짐/0 탕수육소스에 벌레가너무보이는데 확인도안하는건 아니지않나요?ㅜ 탕수육은 맛있었어요/0 /0,,,,,,,,,,
전설의짬뽕 애월하귀점,2.3,제주특별자치도 제주시 애월읍 하귀11길 15,064-711-5958,13,중국요리,최고의맛이네요짬뽕도 맛있고 탕수육도 최곱니다~~매장에서 식사했는데직원분들도 엄청친절하시네요감사히 잘 먹었습니다~~^^/0 평이 왜 안좋은지 이해가 안갈정도...너무 맛있고 너무 친절하셨어요 밥도 공짜로 주실려고 하셨고 양도 많고 맛있었어요!!/0 /0,,,,,,,,,,
칭다오양꼬치 화북점,5,제주특별자치도 제주시 동화로 5 2층,064-759-7080,6,양꼬치,@wuupick 이 보증합니다./0 /0 삼화지구 양꼬치집치고 가성비 좋아요/0,,,,,,,,,,
하림각,4,제주특별자치도 서귀포시 표선면 성읍정의현로22번길 12,,6,중국요리,"메뉴가 모두 달라 웍을 달리 쓰셔야 하는데도 친절하게 응대해 주셨습니다 음식도 빠르게 나오고 재료도 알차게 요리해 주셔서 맛있게 잘 먹었습니다 탕수육 맛집이라는 걸 늦게 봐서인지 아쉬움이 남네요 다음에 가게 되면 꼭 먹어봐야겠습니다/0 일하면서 점심 먹을만한 곳이 많지가 않아요하림각은 짬뽕 맛집이에요 짜장면은 사천성이 괜찮아요7년전에 친구랑 일했을때도 친구는 비빔짬뽕만 먹었거든요 보통 짬뽕은 먹어보지 않았지만 볶음밥 괜찮구요 비빔짬뽕이나 삼선짬뽕 맛있어요 맵찔이에겐 맵지만 먹을수는 있어요 가끔 가는 곳이죠/0 후기보고 갔는데..자장면은 심심한 맛, 짬뽕은 내인생 손에 꼽히는 맛없음..탕수육은 맛있었어요.청귤과 고추도 들어있었어요.돈 아까움..친절은 하세요ㅜ/0 no review in crawling",,,,,,,,,,
덕수궁,4.6,제주특별자치도 서귀포시 안덕면 일주서로 2015,064-792-8189,8,중국요리,Lovely place/0 인생짬뽕입니다 면식기행 어지간한 짬뽕 막국수 냉면집 다 돌아봤는데 최상위 클라스임/0 no review in crawling,,,,,,,,,,
짬뽕의정석,4.7,제주특별자치도 제주시 원노형5길 28,064-712-1515,4,중국요리,"맛,친절,가성비 - 좋음 분위기(?),청결 - 조용하고 깔끔 성인 2인이 수육짬뽕, 미니탕수육 주문했고 2만1천원밖에 안 나옴. 적당히 배부름. 서비스 공깃밥은 반납 탕슉- 새콤달콤(달콤이 좀더 강함) 바삭한맛 짬뽕 - 짜지 않고, 무겁지 않게 적당히 진한 국물맛과 조화로운 건더기들 맛있음…/0 짬뽕먹으면 서비스밥 굿/0 짬뽕 국물맛이 진해서 맛있고 작은공기밥도 같이 나와서 든든하게 먹었어요./0",,,,,,,,,,
남원양꼬치,2.9,제주특별자치도 제주시 도남로 15,064-755-1354,4,양꼬치,촤악/0 맛있어요...최애 양꼬치집양꼬치 뿐만 아니라 꿔바로우랑 계란탕도 맛있어요사장님도 친절하세요/0,,,,,,,,,,
화연,4.6,제주특별자치도 제주시 신광로 78,064-713-8889,8,중식,먹다가 너무 놀라서 후기 먼저 남깁니다~~ 오리지널 중국식입니다~~ 후기에 쯔란양갈비가 느무 맛있다고 하여 주문하여 먹는데 깜짝 놀랐네요~~ 어후~~향이 느무 강해서 ᆢ저는 개인적으로 쫌 아니네요 ㅠㅠ/0 /0 여기 쯔란양갈비 진짜 완전 짱 맛있어요강추강추 🌟🌟🌟🌟🌟/0,,,,,,,,,,
루샹,4.4,제주특별자치도 제주시 서광로29길 14 1층,064-900-0188,4,중국요리,로봇이 서빙해주는 아주 귀여운 가게 가게영업을 오래하지않아서 자주 갈순 없지만탕수육 퀄리티가 엄청 높습니다 다른 메뉴들도 맛있게 먹었어요 외곽에 있는 가게지만 가게안은 깔끔했고 부부이신진 잘 모르겠지만 여사장님이 엄청 친절하세요/0 @wuupick 이 보증합니다./0 건물공사중이라 영업 안하는줄 알았어요.해물짬뽕 먹었는데 부추토핑이 없다면 더 맛있게느껴질것 같습니다. 질긴느낌이라 미리 주문할 때빼달라고 하면 되겠지요. 국물은 맛있었어요.다음엔 고기짬뽕 먹어보고 싶네요./0 no review in crawling,,,,,,,,,,
전설의짬뽕 조천점,3.1,제주특별자치도 제주시 조천읍 신북로 93,064-784-2231,14,중국요리,전문적인거 같진않지만 대중성있는맛이네요.재료도 신선하고 깔끔합니다/0 /0 먹을만하다~ 냉짬뽕 10000차돌짬뽕 9000원내용물에 야채가 너무 부족한듯하다~/0 no review in crawling,,,,,,,,,,
덕선생,4.9,제주특별자치도 제주시 아란5길 18,,9,중국요리,어향가지에 계란볶음밥 무조건 먹어야 됨 매우 친절한데 무엇보다 음식들이 개존맛/0 맛나고 친절하심/0,,,,,,,,,,
연화반점,4.3,제주특별자치도 제주시 애월읍 하가로 215 1층,064-799-2022,14,중국요리,하가리 도민맛집! 자주오는 곳이다 ㅎㅎ배민을 안해서 직접 와야하지만 짜장면 생각나면 오는곳! 짬뽕 탕수육 간짜장 중 내 최애는 간짜장!오늘은 짬뽕 ❤️/0 체고다 현지인 맛지 원래 찐은 잡메뉴없이 기본으로 승부한다/0 제주도 놀러왔다가 지나가는 길에 우연히 들어와서 먹게 되었는데 인생맛집을 찾게됐어요~!! 너무 맛있어서 허겁지겁먹다가 사진도 못찍었네요ㅜㅜ 짬뽕국물 진짜 시원하고 탕수육은 바삭함이 살아있고 소스도 상큼하니 맛있어용~!! 제주도 올때 마다 들릴거예용😊/0 no review in crawling,,,,,,,,,,
볼고롱짬뽕 본점,4.3,"제주특별자치도 서귀포시 서호로 40-1 1,2층",064-762-8333,18,중국요리,양많고 해장 잘되는듯 쾌적하고 시스템이 잘되어있음 특색은 없지만 맛도 좋은편/0 맛있음. 맵기조절 잘 해주심./0 맛있었음/0,,,,,,,,,,
일빈관,,제주특별자치도 제주시 한림읍 한림상로 186 1층,064-796-0316,17,중국요리,,,,,,,,,,,
동강,3.3,제주특별자치도 제주시 신성로 17,064-723-8258,264,중국요리,고추짬뽕 너무싱거워서 먹다남김탕수육고기어딧음? 다튀김옷../0 재료 많이 들어가 있어서 양 많고맛도 괜찮음/0 성형한 아줌마 개 불친절ㅇㅇ/0,,,,,,,,,,
화룡각,4.1,제주특별자치도 제주시 산지로 13-1,064-722-3353,1,중국요리,주방보고 놀램./0 짜장이 맛있어요!/0 간짜장과 탕수육 먹었습니다.간짜장은 면 굵기가 적당해서 초2 애기가 먹기 좋았어요. 탕수육은 완전 옛날 스타일로 3~40십대 분들의 추억의 맛입니다. 군만두도 2개나 주셨네요. ㅎㅎㅎ엄청 친절하세요. 아이와 단 둘이 갔는데 굳이 간짜장과 탕수육을 따로시키지 말라고 하셨어요. 가격대비 세트메뉴가 좋다며 메뉴판에 없는 세트메뉴로 요리 해주셨어요.주방은 오픈형입니다 그만큼 위생과 요리에 자신있으신거고 액자로 표창장 모범업소 감사패 등등 식당의 역사가 보여요.세트인데도 둘이 먹다가 남아서 포장 부탁드렸는데 친절히 포장해주시며 애기에게 야쿠르트 주셨고더불어 추억의 이쑤시개 한통 주셨어요.넘 고맙습니다. 거기다 저희가 갔을때는 이미 사라진 한라산17도 유리병 소주가 아직 남아 있어서 반가운 마음에쏘주도 한잔했는데 가격이 엄청 착하네요.2만2천원 나왔어요 제주와서 이것저것 다 먹어보니제주시내 블로그 좋은 제주음식 식당보다 여기가 훨씬 좋았어요./0 no review in crawling,,,,,,,,,,
산호반점 본점,1.5,제주특별자치도 제주시 우도면 우도해안길 252,064-782-1823,37,중국요리,"살다살다가 전복 닦지도 않고 그대로 짬뽕에 쳐넣어서 국물에 전복뻘 그대로 우려주는 음식점은 처음이네요ㅋㅋ 다른 해물 상태도 썩기 직전 ♩♪♬♪였고 값은 ♬♩♬ 비싸고 손님 직원 다 중국인이고 파리 ♬♩♬ 날려요 ㅋㅋ 다른 곳에서는 보이지도 않는 파리가 여기만 ♬♩♬ 많은 건 어디서 파리 굼벵이가 서식하기 때문이겠죠? 그냥 장사를 접으셔야 할 듯. ㅗ/0 짬뽕 짜장 저는 둘다 맛있었어요!/0 그나마 탕수육이랑 짬뽕 국물은 먹을 만 했다.먹을만""만"" 했다/0",,,,,,,,,,
백일흑야,4.6,제주특별자치도 제주시 산천단동3길 26 1층 106호,064-725-1687,16,중식,까다로운 입맛도 만족시키는 풍성한 맛/0 시켜본 메뉴들은 다 맛있었어요 ! 마라탕도 맛있슴/0,,,,,,,,,,
짜장마을,3.7,제주특별자치도 서귀포시 남원읍 태위로 672-7,064-764-8880,19,중국요리,잡채밥 짱/0 그냥저냥 동네중국집!남원에 갈곳없어서 가는 전형적인 중국집/0 맛은 괜찮은데 가격이 계속 오르네요. 장사가 잘되고해서인지 친절하곤 거리가멀고손님 뒷담화나 비꼬는 소리도 여러번 들었습니다. 식사하다 기분나빠진게 여러번이라 정말 중국음식 먹고싶을때 아니면 이젠 잘 안가지네요./0 no review in crawling,,,,,,,,,,
탕수육,4.7,제주특별자치도 제주시 노형9길 8 1층 102호,064-746-8990,31,중국요리,개인적으로 짬뽕보다 짜장면이 더 맛있네요. 숙주탕슉은 실짝 매콤합니다./0 탕수육집이지만 짬뽕이 찐 👍🏻👍🏻/0 탕수육이 제가 먹어본것중에서 고기가 제일 꽉 차 있었어요. 짬뽕도 맛있고 짜장면은 그냥 그랬어요~ 근데 나머지 2개가 다른집과 비교불가./0 no review in crawling,,,,,,,,,,
이화성,4,제주특별자치도 제주시 조천읍 남조로 1788,064-782-8299,4,중국요리,개인적으로 짬뽕보다 짜장면이 더 맛있네요. 숙주탕슉은 실짝 매콤합니다./0 탕수육집이지만 짬뽕이 찐 👍🏻👍🏻/0 탕수육이 제가 먹어본것중에서 고기가 제일 꽉 차 있었어요. 짬뽕도 맛있고 짜장면은 그냥 그랬어요~ 근데 나머지 2개가 다른집과 비교불가./0 no review in crawling,,,,,,,,,,
중식당 화월랑,4.3,제주특별자치도 제주시 비월길 19 1층,010-3288-9143,7,중국요리,"가게가 옙허요! 공항 근처라 교통편도 편리하네요.음식이 맛나서 조아요/0 공기밥 추가가 2천원인 곳은 태어나서 처음임/0 차가운 볶음밥에 새우는 해동한 새우 그냥 올려주는 새우볶음밥, 탕수육은 덩어리째 넣어서 붙어서 튀겨짐. 이전하고 무슨 일이 있는건지?/0 no review in crawling",,,,,,,,,,
함덕중국집,4.1,제주특별자치도 제주시 조천읍 함와로 68 1층,064-783-2572,15,중국요리,1시 30분경 방문하였고 우렁 짬뽕밥에 탕수육먹었습니다. 짬뽕은 우렁이가 많이 들어있어 시원한 느낌이구요. 탕수육은 고기가 실한편이고 기름이 깨끗한지 하얗게 잘 나왔습니다. 사람이 꽤 많이 오는집이네요. 사장님이 친절히 응대해주셔서 잘 먹었습니다./0 친절하고 넘 맛나요/0,,,,,,,,,,
오야짬뽕,3.9,제주특별자치도 제주시 아봉로 761,064-723-3674,5,중국요리,근처 반경 10Km 내 중국집 가운데 최강! 최근 문어 가격이 올라서 오야짬뽕을 시키면 오징어가 나옴아...지금은 오징어 비싸서 대체.../0 브레이크 타임 2시부터 5시까지 있습니다저처럼 기다리시지 말라고 ~~~/0 /0,,,,,,,,,,
화룡양꼬치 일도점,4.8,제주특별자치도 제주시 고마로 130,064-757-1621,0,양꼬치,화룡 사장님 언제나 기분좋은 서비스 감사합니다/0 양꼬치랑 볶음밥 같이 먹었어요 맛있어용!/0 /0,,,,,,,,,,
더중국집,4,제주특별자치도 제주시 신설로9길 8-3 1층,064-759-8285,4,중국요리,화룡 사장님 언제나 기분좋은 서비스 감사합니다/0 양꼬치랑 볶음밥 같이 먹었어요 맛있어용!/0 /0,,,,,,,,,,
신룽푸마라탕 제주롯데시티점,2.9,"제주특별자치도 제주시 도령로 87 101, 102호",064-712-8688,4,중식,맛이 없는건 아닌데 가성비 별루에요 말도 잘 못알아들으시고 괜히 먹는데 눈치보였어요 다신안갈듯/0 맛은 ... 그저 그런 보통의 마라탕인데 개더러움ㅠㅠㅠ바닥에 떨군 재료들을 다시 넣는 거 .. 너무 자연스러움 ... 우악.../0 no review in crawling,,,,,,,,,,
삼양백년짜장,3.2,제주특별자치도 제주시 설촌로12길 36,064-753-4578,8,중국요리,탕수육 쟁반짜장 아래댓글 보고 많이 망설임 손님많아서 들어감 꿀맛 맛남/0 /0 최악으로 변한삼양 맛집 ㅜ ㅜ주인이바뀐듯 이렇게 맛이 없다니 아~ 옛날의 백년짜장/0 no review in crawling,,,,,,,,,,
김주학짬뽕,4.5,"제주특별자치도 제주시 동문로14길 10 102,103호",010-3500-6944,17,중국요리,최고의 맛입니다 ㆍ정말 장담 합니다 저의 까칠한 입맛 만족 대만족입니다 ㆍ/0 /0 이 집은 세번 먹어야 진가가 들어난다./0,,,,,,,,,,
황동차이나,4.3,제주특별자치도 제주시 애월읍 장소로 88,064-799-9388,7,중국요리,지인추천으로 갔어요콩짜장과 차돌짬뽕밥먹었어요아.. 뭔가 쬐끔 애매한 맛인데..맛이 조금 연하다고 해야 될것같아요맛없는건 아닌 .. 그렇다고 아주맛있지도 않은..사람은 끈임없이 오네요/0 사장님 따님이신가 너무 친절해요!! 맛도 가격대비 좋고 가게 분위기도 좋아요/0 no review in crawling,,,,,,,,,,
장백산,4.5,제주특별자치도 서귀포시 성산읍 중산간동로 3315,064-784-4343,2,중국요리,기본이상은 하는 동네 중국집 이에요동네분들 많이 오시고 그 분위기? 정겹고 좋습니다.굳이 멀리서 찾아올 정도는 아니고집 근처에 있다면 자주 찾아올 정도간짜장.탕수육 맛있습니다./0 잡채밥 맛있었어요. 또 먹고싶다.../0,,,,,,,,,,
연화양꼬치,4.5,제주특별자치도 제주시 연동8길 28 1층,064-749-1001,13,양꼬치,"02.28 맛있어요 ! 양꼬치, 마라탕, 가지볶음밥 전부 맛있게 먹었어오 ~ 또 갈 거임03.13 양꼬치 맛있다, 양꼬치,꿔바로우 세트, 해물볶음밥, 가지볶음밥 주문했음. 주문하고 40분 넘게 지나서야 꿔바로우 나옴. 볶음밥 두 개는 주문 누락이었던 것 같음. 너무 안 나와서 여쭤보니 순차적으로 나오고 있다고 .. 근데 갑자기 계란 볶음밥으로 갖다주심. 나보고 계란볶음밥 달라고 하시지 않으셨냐고 .. ^^ 처음 주문할 때 해물볶음밥, 가지볶음밥 주문했구요 ~ 중간엔 볶음밥 언제 나오냐고 물었습니다 ! 또 기다리기 귀찮아서 그냥 먹었는데 사과 한 마디 없으시다, 지난 번 가지볶음밥 간 딱 좋고 맛있었는데 급하게 주셔서 그런 지 간이 밍밍하다./0 쏘쏘 했습니다/0 양꼬치, 꿔바로우 세트 맛있고계란볶음밥 불맛나서 좋았구, 달걀토마토국곁들여 나옵니다.사장님 두분 다 친절하시고 오이무침, 물만두 서비스 주시고 기분 좋은 식사했습니다번창하세요!/0 no review in crawling",,,,,,,,,,
한양관양꼬치,4.2,제주특별자치도 제주시 연삼로 450,064-726-3244,39,양꼬치,"3.5점 정도 쏘쏘, 양많음/0 /0 양꼬치 여기로 정착. 마라탕 오이탕탕이. 그리고 직원분들 너무 세상 기분 좋아지는 텐션^.^/0",,,,,,,,,,
금땡이양꼬치,4.3,제주특별자치도 제주시 원노형4길 17,064-713-6988,9,양꼬치,리뷰에 혹해서 다녀왔습니다..ㅠㅠ꼬치 한개에 수많은 작은 고기 조각이 몇그 램 이나 되는지...30-50?언어소통이 약간 힘듭니다./0 /0 맛이 좋음 메뉴가 다 먹을만함/0,,,,,,,,,,
호가,4.3,제주특별자치도 서귀포시 안덕면 화순중앙로 64 1층,064-792-2366,12,중국요리,여기서 삼선간짜장 꼭 드셔보세요. 여기 근방 중국집 중에서는 최고라고 생각되는 가게/0 짬뽕 맛있어요! 깔끔한 국물 다양한 해산물 그리고 전복하나/0 음식은 괜찮은데 파리가 너무 많음/0,,,,,,,,,,
청해원,3.5,제주특별자치도 서귀포시 천제연로 163 2층,064-738-3353,12,중국요리,"주차가 불편하지만 간짜장 잡채밥 둘다 맛있었어요/0 /0 리뷰처럼 진짜 친절함이라곤 일도 없는데 맛있어서 자꾸 생각나요,,ㅋㅋㅋㅋ 탕수육 또 먹고싶다/0 no review in crawling",,,,,,,,,,
강정중국집,,제주특별자치도 서귀포시 이어도로 633,064-738-7016,84,중국요리,,,,,,,,,,,
마차이짬뽕,3.6,제주특별자치도 제주시 과원북4길 19,064-749-1003,0,중국요리,양이 생각보다 많아용 볶음밥은 곱빼기해서 시켰어요/0 탕수육 볶음밥 ㅈㅁㅌ/0 난 괜찮던데 ㅋㅋㅋ해물짬뽕 꽤 ㄱㅊ았음. 낙지한마리 대놓고 있던뎅하지만 갠적으론 면보단 밥이 나을거 같더라국물에선 분명 불향도 나고 국물맛도 ㄱㅊ았는데막상 면 먹으면 별맛 안남.이 주변 오면 반드시 먹어야 한다 이 정도는 아닌데그냥 중식 땡길때 찾아가기에 거리낌은 없을거 같음/0 no review in crawling,,,,,,,,,,
애월짬뽕,4.2,제주특별자치도 제주시 애월읍 유수암평화5길 15-22 1층,064-799-1002,24,중국요리,맛있습니다/0 딸과 여행중에 만난 애월짬뽕집은 친절하시고 맛은 물론 가성비가 너무좋은 곳이었다~ 군만두도 서비스로 주시고 다시 가고싶은 중식당입니다~/0 맛도 좋고 양도 푸짐해서 배부르게 먹었어요~ 가성비 좋아요! 차를 가져갔는데 주차장이 넓어서 주차하기 정말 편했어요. 놀이방도 있어서 아이들과 같이 가기 좋고 매장이 넓고 깨끗했습니다!!/0 no review in crawling,,,,,,,,,,
국빈관 제주성산점,4.3,제주특별자치도 서귀포시 성산읍 고성오조로 19 1층,064-784-8986,8,중국요리,해물짬뽕을 먹어는데요 해물도별로없고맛도 그저그런것같네요가격13.000원 도 비싼것같네요그리고 불친절 하구요/0 주차장도 있고요. 매장안도 엄청 깔끔하고요. 두분다 친절하세요. 자장면 먹었는데 면도 쫄깃하고 맛도있어요. 첨 먹으면 뭔가 향이나는데 면에 치자가 들어있어 그런거같아요. 그리고 귀여운 로봇이 서빙해줍니다 ㅎ/0 no review in crawling,,,,,,,,,,
장전반점,3.9,제주특별자치도 제주시 애월읍 하소로 373 1층,064-799-5002,22,중식,"동네맛집 동네분들 많이 오시네요/0 제가 받은 짬뽕은 홍합 두개에다가 양파 조금,, 다신 안가요 다른 분들은 홍합이랑 푸짐해보이는데 요리 대충 하시나봐요..간짜장이랑 먹었는데 소스도 조금주시고 면이랑 소스가 따로 노는 맛이에요 굳이 여기와서 먹을 필욘 없는거 같아요 탕슉은 그냥 괜춘한 맛/0 주문후 일분만에 나오는 마법.. ㅋ 궁물도 미지근 .. 기름둥둥 .. 진짜 정말 돈아깝고 맛없기 어려운데.. 이렇게 짜장면과 짬뽕이 나오는 집이 ...동네 하나밖에 없어 손님은 있지만 진짜 .성의 없는 맛..대 실패!!/0 no review in crawling",,,,,,,,,,
돈짬 노형점,2.5,제주특별자치도 제주시 1100로 3320 1층,064-712-5855,24,중국요리,왜 평점이 2점대인지와서 먹어보니 알겠네요.ㅠㅠ식은면에 오래된듯한 해산물식재료..개선이 시급하네요.사장은 아는지 모르겄네요./0 짬뽕류 맛은 있으나 면 양이 놀랍도록 적어요짜장면은 8000원 이라는 사실에 놀랍니다 5000원이 적당합니다/0 no review in crawling,,,,,,,,,,
초이,4,제주특별자치도 서귀포시 안덕면 덕수서로 7,064-794-8280,15,중국요리,사장님 친절하시고 전복짜장 맛있어요공기밥 무료^^/0 /0 그냥 평범한 중국집맛입니다~^^친절하지도 불친절하지도~맛도 평범~^^짜장면 귀신인 딸아이가 그래도 반그릇은 먹어서 다행이네요~^^고기짬뽕은 고기국수 돔배고기가 들어있어서 색다른 맛이엇네요^^/0 no review in crawling,,,,,,,,,,
중식당 제주법원점,3.8,"제주특별자치도 제주시 중앙로 299 1층 101, 104호",064-751-1511,16,중국요리,맛없는 간짜장은 처음/0 /0 싸고 고기짬뽕 탕수육맛있어요/0,,,,,,,,,,
